query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
10,How many clients are male?,1.0368546195518356,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 3.0.""","""The result is [DP]0.275[/DP].""","""The result is [DP]361.5303[/DP].""","""The result is [DP]0.0005[/DP].""","""The result is [DP]967.87[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0[/DP]."""
11,How many clients are female?,0.23211822891717815,"""The result is [DP]0[/DP].""","""The result is 4.0.""","""The result is 0.""","""The result is 0.""","""The result is 35.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]600.1206[/DP].""","""The result is [DP]0.0018[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0033[/DP]."""
12,What is the most common EDUCATION level among clients who defaulted?,0.8617224173568258,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
13,What is the most common EDUCATION level among clients who defaulted?,0.7715746304029494,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
14,What is the most common EDUCATION level among clients who defaulted?,0.4216476246561033,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
15,What is the most common EDUCATION level among clients who defaulted?,0.9189598761607718,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
16,What is the most common EDUCATION level among clients who defaulted?,0.45188719028566016,"""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0.1767""","""Error executing query: 870.1623""","""Error executing query: 0.0071""","""Error executing query: 0.0001""","""Error executing query: 0.0""","""Error executing query: 0.0036"""
17,How many clients are married and have a LIMIT_BAL over 50000?,0.25312319302722175,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
18,How many clients are married and have a LIMIT_BAL over 100000?,0.23211822891717815,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
19,How many clients are married and have a LIMIT_BAL over 200000?,1.1038400552956573,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
20,What is the average PAY_0 status for clients with AGE over 30?,0.918142078633442,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
21,What is the average PAY_0 status for clients with AGE over 40?,0.9145856197269706,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
22,What is the average PAY_0 status for clients with AGE over 50?,1.1038400552956573,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
23,How many clients paid more than 1000 in PAY_AMT1?,0.7715746304029494,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
24,How many clients paid more than 5000 in PAY_AMT1?,1.0368546195518356,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
25,How many clients paid more than 10000 in PAY_AMT1?,1.350541224549904,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
26,What is the maximum BILL_AMT2 among clients who did not default?,1.350541224549904,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
27,What is the maximum BILL_AMT2 among clients who did not default?,0.918142078633442,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
28,What is the maximum BILL_AMT2 among clients who did not default?,0.5370197253372814,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
29,What is the maximum BILL_AMT2 among clients who did not default?,1.1038400552956573,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
30,What is the maximum BILL_AMT2 among clients who did not default?,0.5226303807974494,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
31,How many clients have a PAY_2 value of -2?,0.5226303807974494,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 1.0.""","""The result is 10.52.""","""The result is 24.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0066[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0356[/DP]."""
32,How many clients have a PAY_2 value of -1?,0.18273699254356746,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 6.39.""","""The result is 0.""","""The result is [DP]0.038[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0094[/DP].""","""The result is [DP]997.7474[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0004[/DP]."""
33,How many clients have a PAY_2 value of 0?,0.9189598761607718,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 3.03.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0[/DP]."""
34,How many clients have a PAY_2 value of 1?,1.1038400552956573,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 3.0.""","""The result is [DP]775.9621[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]676.7609[/DP].""","""The result is [DP]0.0099[/DP]."""
35,How many clients have a PAY_2 value of 2?,0.7715746304029494,"""The result is [DP]0[/DP].""","""The result is 0.63.""","""The result is 0.""","""The result is 0.""","""The result is 11.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]1.0064[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.026[/DP]."""
36,What is the total PAY_AMT6 for clients with EDUCATION level 1?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 13.0.""","""The result is [DP]0.0004[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0011[/DP].""","""The result is [DP]952.6593[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0269[/DP]."""
37,What is the total PAY_AMT6 for clients with EDUCATION level 2?,0.45188719028566016,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 8.46.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0797[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0052[/DP]."""
38,What is the total PAY_AMT6 for clients with EDUCATION level 3?,0.4216476246561033,"""The result is [DP]0[/DP].""","""The result is 2.91.""","""The result is 0.""","""The result is 11.48.""","""The result is 26.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]607.0239[/DP].""","""The result is [DP]0.0026[/DP].""","""The result is [DP]0.0053[/DP].""","""The result is [DP]997.3365[/DP].""","""The result is [DP]0.0006[/DP]."""
39,What is the total PAY_AMT6 for clients with EDUCATION level 4?,0.21977188989255456,"""The result is [DP]0[/DP].""","""The result is 2.2.""","""The result is 0.""","""The result is 0.19.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]286.4955[/DP].""","""The result is [DP]0.0112[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.002[/DP]."""
40,What is the average AGE of clients with MARRIAGE status 1?,0.9145856197269706,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
41,What is the average AGE of clients with MARRIAGE status 2?,0.5370197253372814,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
42,What is the average AGE of clients with MARRIAGE status 3?,0.25312319302722175,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
43,How many clients defaulted with a PAY_0 of -2?,0.9189598761607718,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0044'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_852.1835'""","""Error executing query: 'PAY_0.0007'"""
44,How many clients defaulted with a PAY_0 of -1?,1.1038400552956573,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0207'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0001'""","""Error executing query: 'PAY_0.0403'""","""Error executing query: 'PAY_878.1931'""","""Error executing query: 'PAY_0.0001'"""
45,How many clients defaulted with a PAY_0 of 0?,1.350541224549904,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0015'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_676.9802'""","""Error executing query: 'PAY_0.0084'"""
46,How many clients defaulted with a PAY_0 of 1?,1.1038400552956573,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_20.6241'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_0.0002'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0042'"""
47,How many clients defaulted with a PAY_0 of 2?,0.45188719028566016,"""The result is [DP]0[/DP].""","""The result is 1.17.""","""The result is 0.""","""The result is 7.63.""","""The result is 7.0.""","""The result is [DP]2.3415[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0016[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0003[/DP]."""
48,What is the average LIMIT_BAL for female clients who are single?,0.8617224173568258,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
49,What is the average LIMIT_BAL for female clients who are single?,0.4216476246561033,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
50,What is the average LIMIT_BAL for female clients who are single?,0.18273699254356746,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
51,What is the average LIMIT_BAL for female clients who are single?,0.1,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
52,What is the average LIMIT_BAL for female clients who are single?,0.5226303807974494,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
53,What percentage of clients with AGE > 25 defaulted?,0.9181457884751146,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
54,What percentage of clients with AGE > 35 defaulted?,0.5226303807974494,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
