query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
10,How many clients are male?,0.9145856197269706,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 1.0.""","""The result is 0.""","""The result is 9.0.""","""The result is [DP]0.009[/DP].""","""The result is [DP]401.2757[/DP].""","""The result is [DP]0.0044[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP]."""
11,How many clients are female?,0.9181457884751146,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 3.44.""","""The result is 0.""","""The result is [DP]325.0893[/DP].""","""The result is [DP]991.7558[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.075[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0032[/DP]."""
12,What is the most common EDUCATION level among clients who defaulted?,0.5226303807974494,"""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0""","""Error executing query: 0.0""","""Error executing query: 0.0""","""Error executing query: 0.0019""","""Error executing query: 0.0""","""Error executing query: nan""","""Error executing query: 0.0462"""
13,What is the most common EDUCATION level among clients who defaulted?,0.5370197253372814,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
14,What is the most common EDUCATION level among clients who defaulted?,0.9189598761607718,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
15,What is the most common EDUCATION level among clients who defaulted?,0.4216476246561033,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
16,What is the most common EDUCATION level among clients who defaulted?,0.794007125837763,"""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence""","""Error executing query: attempt to get argmax of an empty sequence"""
17,How many clients are married and have a LIMIT_BAL over 50000?,0.21977188989255456,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
18,How many clients are married and have a LIMIT_BAL over 100000?,0.18273699254356746,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
19,How many clients are married and have a LIMIT_BAL over 200000?,0.8617224173568258,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
20,What is the average PAY_0 status for clients with AGE over 30?,0.45188719028566016,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
21,What is the average PAY_0 status for clients with AGE over 40?,0.23211822891717815,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
22,What is the average PAY_0 status for clients with AGE over 50?,0.9181457884751146,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
23,How many clients paid more than 1000 in PAY_AMT1?,0.9181457884751146,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
24,How many clients paid more than 5000 in PAY_AMT1?,0.794007125837763,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
25,How many clients paid more than 10000 in PAY_AMT1?,0.918142078633442,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
26,What is the maximum BILL_AMT2 among clients who did not default?,0.9145856197269706,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
27,What is the maximum BILL_AMT2 among clients who did not default?,0.7715746304029494,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
28,What is the maximum BILL_AMT2 among clients who did not default?,1.0368546195518356,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
29,What is the maximum BILL_AMT2 among clients who did not default?,0.9181457884751146,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
30,What is the maximum BILL_AMT2 among clients who did not default?,1.350541224549904,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
31,How many clients have a PAY_2 value of -2?,0.4216476246561033,"""The result is [DP]0[/DP].""","""The result is 1.9.""","""The result is 0.""","""The result is 7.37.""","""The result is 12.0.""","""The result is [DP]0.1398[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0026[/DP].""","""The result is [DP]995.0039[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0005[/DP]."""
32,How many clients have a PAY_2 value of -1?,0.9181457884751146,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 2.0.""","""The result is [DP]22.4264[/DP].""","""The result is [DP]782.3825[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
33,How many clients have a PAY_2 value of 0?,0.25312319302722175,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0046[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]501.5066[/DP].""","""The result is [DP]0.0001[/DP]."""
34,How many clients have a PAY_2 value of 1?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 4.0.""","""The result is 7.05.""","""The result is 1.0.""","""The result is [DP]0.9737[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]997.1928[/DP].""","""The result is [DP]0.0008[/DP]."""
35,How many clients have a PAY_2 value of 2?,0.9145856197269706,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 2.0.""","""The result is 7.16.""","""The result is 0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.025[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0007[/DP]."""
36,What is the total PAY_AMT6 for clients with EDUCATION level 1?,0.4216476246561033,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 0.""","""The result is 6.46.""","""The result is 0.""","""The result is [DP]0.0025[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
37,What is the total PAY_AMT6 for clients with EDUCATION level 2?,0.18273699254356746,"""The result is [DP]0[/DP].""","""The result is 10.59.""","""The result is 0.""","""The result is 64.81.""","""The result is 3.0.""","""The result is [DP]0.0017[/DP].""","""The result is [DP]372.0477[/DP].""","""The result is [DP]0.001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0385[/DP]."""
38,What is the total PAY_AMT6 for clients with EDUCATION level 3?,0.25312319302722175,"""The result is [DP]0[/DP].""","""The result is 2.65.""","""The result is 0.""","""The result is 16.47.""","""The result is 0.""","""The result is [DP]52.2887[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.003[/DP].""","""The result is [DP]0.0054[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0375[/DP]."""
39,What is the total PAY_AMT6 for clients with EDUCATION level 4?,0.794007125837763,"""The result is [DP]0[/DP].""","""The result is 1.0.""","""The result is 0.""","""The result is 6.8.""","""The result is 0.""","""The result is [DP]0.0132[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0009[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0001[/DP]."""
40,What is the average AGE of clients with MARRIAGE status 1?,0.5226303807974494,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
41,What is the average AGE of clients with MARRIAGE status 2?,1.0368546195518356,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
42,What is the average AGE of clients with MARRIAGE status 3?,0.18273699254356746,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
43,How many clients defaulted with a PAY_0 of -2?,0.794007125837763,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0017'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0017'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_933.656'""","""Error executing query: 'PAY_0.0002'"""
44,How many clients defaulted with a PAY_0 of -1?,0.8993786248373329,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0001'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_0.0001'""","""Error executing query: 'PAY_0.0942'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0001'"""
45,How many clients defaulted with a PAY_0 of 0?,0.8617224173568258,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0002'""","""Error executing query: 'PAY_993.9636'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_0.015'"""
46,How many clients defaulted with a PAY_0 of 1?,0.1,"""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0'""","""Error executing query: 'PAY_0.0001'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0015'""","""Error executing query: 'PAY_0.0'""","""Error executing query: 'PAY_nan'""","""Error executing query: 'PAY_0.0008'"""
47,How many clients defaulted with a PAY_0 of 2?,0.1,"""The result is [DP]0[/DP].""","""The result is 13.65.""","""The result is 0.""","""The result is 7.48.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]123.9001[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]561.3081[/DP].""","""The result is [DP]0.0352[/DP]."""
48,What is the average LIMIT_BAL for female clients who are single?,0.794007125837763,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
49,What is the average LIMIT_BAL for female clients who are single?,1.0368546195518356,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
50,What is the average LIMIT_BAL for female clients who are single?,0.8617224173568258,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
51,What is the average LIMIT_BAL for female clients who are single?,0.7715746304029494,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
52,What is the average LIMIT_BAL for female clients who are single?,0.21977188989255456,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
53,What percentage of clients with AGE > 25 defaulted?,1.350541224549904,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
54,What percentage of clients with AGE > 35 defaulted?,0.23211822891717815,"""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'""","""Error executing query: '>' not supported between instances of 'str' and 'int'"""
